car_id,scraped_at,is_accident_free,inspection_grade,has_sunroof,has_led_lamp,has_parking_sensor,has_rear_camera,has_auto_ac,has_smart_key,has_navigation,has_heated_seat,has_ventilated_seat,has_leather_seat,num_keys,has_tinting,tire_tread_front,tire_tread_rear,region,is_encar_direct,has_warranty
39093512,2025-11-24 18:51:49,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 그랜드 스타렉스   캠핑카 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40334635,2025-11-24 18:51:51,0,good,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40407311,2025-11-24 18:51:53,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,뷰티풀 코란도   가솔린 1.5 2WD C7 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40855297,2025-11-24 18:51:56,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40846262,2025-11-24 18:51:59,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,그랜저 IG   2.4 프리미엄 스페셜 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40956859,2025-11-24 18:52:02,0,good,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40572859,2025-11-24 18:52:04,0,good,1,0,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40512011,2025-11-24 18:52:07,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,그랜저 (GN7)   2.5 가솔린 2WD 프리미엄 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40961473,2025-11-24 18:52:09,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 싼타페   디젤 2.2 2WD 프리미엄 초이스 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40358990,2025-11-24 18:52:11,0,good,1,1,1,1,1,1,1,1,1,1,,,,,더 뉴 그랜저 IG 하이브리드   르블랑 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39605230,2025-11-24 18:52:14,0,good,1,0,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
